25,4.42E-09
100,4.41E-09
200,4.40E-09
300,4.38E-09
400,4.37E-09
500,4.35E-09
600,4.34E-09
700,4.32E-09
800,4.31E-09
900,4.29E-09
995,4.28E-09
1100,4.27E-09
1200,4.25E-09
1300,4.24E-09
1400,4.23E-09
1500,4.21E-09
1600,4.20E-09
1650,4.19E-09
3317,3.78E-09
