25,2.21E-09
100,2.21E-09
200,2.20E-09
300,2.19E-09
400,2.19E-09
500,2.18E-09
600,2.17E-09
700,2.16E-09
800,2.16E-09
900,2.15E-09
995,2.14E-09
1100,2.14E-09
1200,2.13E-09
1300,2.12E-09
1400,2.12E-09
1500,2.11E-09
1600,2.10E-09
1650,4.19E-09
3317,3.78E-09
